scene_id,start_time,end_time,source_type,flashcard_word,custom_image_path,image_prompt,reason,subtitle_reference
11,369,419,FLASHCARD,available,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/available.png,,主持人提到並開始解釋單字 available,"[0:06:09.840000-->0:06:10.280000] 真的。 | [0:06:10.680000-->0:06:11.020000] 哇, | [0:06:11.400000-->0:06:11.880000] 所以你看 | [0:06:11.880000-->0:06:13.100000] 從assistant, | [0:06:13.320000-->0:06:13.840000] 助理, | [0:06:14-->0:06:14.200000] 到 | [0:06:14.200000-->0:06:14.720000] assign, | [0:06:14.940000-->0:06:16.040000] 錯誤的假設, | [0:06:16.220000-->0:06:17.520000] 再到主動avoid, | [0:06:17.720000-->0:06:17.980000] 避免 | [0:06:17.980000-->0:06:18.700000] 危險, | [0:06:18.760000-->0:06:19.980000] 這其實根本反映了 | [0:06:19.980000-->0:06:21.900000] 人類在面對任務和風險時的 | [0:06:21.900000-->0:06:23.680000] 一整靠生存邏輯嗎? | [0:06:23.760000-->0:06:24.720000] 沒錯沒錯, | [0:06:25.080000-->0:06:26.160000] 而且要能成功 | [0:06:26.160000-->0:06:27.280000] 避開風險, | [0:06:27.380000-->0:06:27.980000] 我們還得 | [0:06:27.980000-->0:06:29.800000] 隨時確認手邊的資源 | [0:06:29.800000-->0:06:30.720000] 到底夠不夠,|[0:06:31.060000-->0:06:31.940000] 這時候就要看 | [0:06:31.940000-->0:06:34.160000] 資源是不是available了。 | [0:06:34.480000-->0:06:34.880000] 對, | [0:06:34.880000-->0:06:36.260000] available這個形容詞 | [0:06:36.260000-->0:06:38] 意思是可用的或是 | [0:06:38-->0:06:38.660000] 有空的, | [0:06:38.840000-->0:06:39.880000] 這真的是英文裡面 | [0:06:39.880000-->0:06:41.160000] 超級強大的一個字。 | [0:06:41.560000-->0:06:41.860000] 真的 | [0:06:41.860000-->0:06:42.700000] 超好用, | [0:06:42.840000-->0:06:44.460000] 它可以用在物品上, | [0:06:44.680000-->0:06:46.320000] 比如你去店裡問店員 | [0:06:46.320000-->0:06:48.020000] Isthisitemstillavailable? | [0:06:48.720000-->0:06:50.240000] 這項物品還有貨嗎? | [0:06:50.360000-->0:06:50.700000] 嗯, | [0:06:50.920000-->0:06:52.180000] 它也可以用在人身上 | [0:06:52.180000-->0:06:52.560000] 對吧? | [0:06:52.840000-->0:06:54] 問對方現在有沒有 | [0:06:54-->0:06:54.360000] 空, | [0:06:54.660000-->0:06:55.980000] 它的核心概念就是 | [0:06:55.980000-->0:06:58.160000] 能夠被你觸及並產生價值 | [0:06:58.160000-->0:06:58.800000] 的狀態。 | [0:06:59-->0:06:59.440000] 沒錯,"
12,419,445,AI,,,"A stylized animation of a compass and a calendar blending together, representing the theme of language defining time and space, aspect ratio 16:9, cinematic wide shot",主持人過場，準備開始講解第二個主題," | [0:06:59.820000-->0:07:00.020000] 這種 | [0:07:00.020000-->0:07:02.320000] 把單字跟我們大腦的行為模式 | [0:07:02.320000-->0:07:03.800000] 串在一起的方法, | [0:07:03.880000-->0:07:04.120000] 真的 | [0:07:04.120000-->0:07:06.660000] 比死背字典有趣太多了。 | [0:07:06.880000-->0:07:07.080000] 對啊。 | [0:07:07.420000-->0:07:07.660000] 好, | [0:07:07.800000-->0:07:08.020000] 那我們 | [0:07:08.020000-->0:07:10.900000] 接下來把這個緊繃的生存雷達稍微關掉一下 | [0:07:10.900000-->0:07:13.140000] 來聊聊今天第二個隱藏密碼 | [0:07:13.140000-->0:07:14.720000] 語言是如何幫我們定位 | [0:07:14.720000-->0:07:16.340000] 時間與空間的。 | [0:07:16.440000-->0:07:18.280000] 這部分我覺得超級浪漫的耶。 | [0:07:18.380000-->0:07:19.120000] 我也覺得, | [0:07:19.380000-->0:07:20.620000] 語言確實是人類 | [0:07:20.620000-->0:07:22.260000] 用來測量世界的尺。 | [0:07:22.580000-->0:07:24.280000] 我們先從時間的推移 | [0:07:24.280000-->0:07:25.100000] 來看好了。"
13,445,465,FLASHCARD,August,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/August.png,,主持人提到並開始解釋單字 August,"[0:07:25.560000-->0:07:26.440000] 一年之中 | [0:07:26.440000-->0:07:28.780000] 時間感最明顯變化的時候 | [0:07:28.780000-->0:07:30.840000] 往往是從August | [0:07:30.840000-->0:07:31.540000] 名詞, | [0:07:31.680000-->0:07:32.500000] 也就是八月 | [0:07:32.500000-->0:07:33.200000] 開始的。 | [0:07:33.360000-->0:07:33.640000] 沒錯, | [0:07:33.760000-->0:07:34.440000] 像我們常常 | [0:07:34.440000-->0:07:34.920000] 會說, | [0:07:35.160000-->0:07:37] mybirthdayisinAugust | [0:07:37-->0:07:38.900000] 我的生日在八月。 | [0:07:39.120000-->0:07:40.160000] 而過了八月之後, | [0:07:40.240000-->0:07:41.220000] 天氣開始轉 | [0:07:41.220000-->0:07:41.380000] 涼, | [0:07:41.540000-->0:07:43] 我們就進入了Autumn | [0:07:43-->0:07:43.600000] 名詞, | [0:07:43.720000-->0:07:44.620000] 秋天。"
14,465,506,FLASHCARD,autumn,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/autumn.png,,主持人提到並開始解釋單字 autumn，並與 August 連結,"[0:07:49.220000-->0:07:51.260000] 這裡我就要發揮一下我的觀察力 | [0:07:51.260000-->0:07:51.600000] 囉。 | [0:07:51.900000-->0:07:53.100000] 我發現August | [0:07:53.100000-->0:07:55] 和Autumn這兩個字 | [0:07:55-->0:07:57] 他們的開頭居然都是AU。 | [0:07:57.560000-->0:07:58.620000] 這只是巧合嗎? | [0:07:58.620000-->0:07:59.260000] 還是說 | [0:07:59.260000-->0:08:01.360000] 這也是一種記憶的駭客技巧? | [0:08:01.760000-->0:08:02.120000] 嗯, | [0:08:02.400000-->0:08:03.180000] 雖然從 | [0:08:03.180000-->0:08:04.280000] 字元數上來說, | [0:08:04.400000-->0:08:05.080000] 他們的來源 | [0:08:05.080000-->0:08:06.180000] 是不同的, | [0:08:06.280000-->0:08:07.500000] 但是從認知記憶的 | [0:08:07.500000-->0:08:08.220000] 角度來看, | [0:08:08.400000-->0:08:09.380000] 這絕對是一個 | [0:08:09.380000-->0:08:11.240000] 絕佳的視覺與聽覺 | [0:08:11.240000-->0:08:12.020000] 綁定法。 | [0:08:12.320000-->0:08:12.780000] 怎麼說? | [0:08:12.960000-->0:08:15.240000] 因為大腦喜歡尋找模式啊 | [0:08:15.240000-->0:08:17.120000] 當你把這兩個開頭都是AU | [0:08:17.120000-->0:08:18.260000] 的字放在一起, | [0:08:18.540000-->0:08:19.140000] 想像一幅 | [0:08:19.140000-->0:08:20.780000] 八月的秋天的畫面, | [0:08:20.960000-->0:08:21.320000] 你不覺得 | [0:08:21.320000-->0:08:23.340000] 你就把孤立的單字變成了 | [0:08:23.340000-->0:08:25.320000] 一個有邏輯的記憶群組 | [0:08:25.320000-->0:08:25.720000] 了嗎?"
15,506,523,FLASHCARD,aunt,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/aunt.png,,主持人提到並開始解釋單字 aunt,"[0:08:26-->0:08:26.280000] 對, | [0:08:26.620000-->0:08:27.680000] 八月的秋天 | [0:08:27.680000-->0:08:29.400000] 這畫面感很舒服耶 | [0:08:29.400000-->0:08:31.320000] 而且在這個舒服的季節裡 | [0:08:31.320000-->0:08:33.240000] 空間裡的互動也會變多 | [0:08:33.240000-->0:08:35.040000] 家人常常會聚在一起 | [0:08:35.040000-->0:08:38.020000] 這時候家裡就會出現各種親戚了 | [0:08:38.020000-->0:08:38.380000] 沒錯, | [0:08:38.800000-->0:08:39.640000] 像是媽媽的 | [0:08:39.640000-->0:08:40.300000] 姐妹啊, | [0:08:40.300000-->0:08:41.720000] 或是爸爸的姐妹 | [0:08:41.720000-->0:08:43.220000] 英文裡統稱就是"
16,523,555,FLASHCARD,baby,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/baby.png,,主持人提到並開始解釋單字 baby,"[0:08:43.220000-->0:08:43.820000] Aunt, | [0:08:44.040000-->0:08:44.940000] 名詞阿姨、 | [0:08:45.060000-->0:08:45.460000] 姑姑、 | [0:08:45.620000-->0:08:45.960000] 舅媽、 | [0:08:46.180000-->0:08:47.400000] 伯母全包了 | [0:08:47.400000-->0:08:48.640000] 這個超方便的, | [0:08:48.640000-->0:08:49.080000] 比如 | [0:08:49.080000-->0:08:50.900000] Myauntvisiteduslast | [0:08:50.900000-->0:08:51.340000] weekend | [0:08:51.340000-->0:08:53.460000] 我阿姨上週末來看我們 | [0:08:53.460000-->0:08:54.080000] 沒錯, | [0:08:54.420000-->0:08:55.380000] 而且親戚聚會 | [0:08:55.380000-->0:08:55.920000] 的時候, | [0:08:56.180000-->0:08:57.280000] 大家目光的焦點 | [0:08:57.280000-->0:08:59.480000] 通常會集中在最焦想的 | [0:08:59.480000-->0:09:00.240000] 成員身上, | [0:09:00.520000-->0:09:01.480000] 也就是Baby | [0:09:01.480000-->0:09:03.120000] 名詞嬰兒, | [0:09:03.320000-->0:09:03.820000] 你可以想像 | [0:09:03.820000-->0:09:04.940000] 這個畫面喔, | [0:09:04.940000-->0:09:05.420000] Thebaby | [0:09:05.420000-->0:09:06.800000] issleepingsoundlyin | [0:09:06.800000-->0:09:07.240000] thecrib | [0:09:07.240000-->0:09:09.720000] 嬰兒在嬰兒床裡睡得很 | [0:09:09.720000-->0:09:10.400000] 香甜, | [0:09:10.480000-->0:09:10.680000] 哇, | [0:09:10.720000-->0:09:11.680000] 好有畫面 | [0:09:11.680000-->0:09:13.520000] 但照顧嬰兒其實會佔據 | [0:09:13.520000-->0:09:15.900000] 父母極大的空間和時間了"
17,555,570,FLASHCARD,baby sitter,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/baby_sitter.png,,主持人提到並開始解釋單字 baby sitter,"[0:09:15.900000-->0:09:17.680000] 如果大人需要離開這個空間 | [0:09:17.680000-->0:09:18.900000] 去喘口氣的話, | [0:09:19.200000-->0:09:19.560000] 這時候 | [0:09:19.560000-->0:09:21.880000] 就需要一個代替他們位置的人了 | [0:09:21.880000-->0:09:23.100000] 那就是Babysitter, | [0:09:23.380000-->0:09:23.900000] 名詞 | [0:09:23.900000-->0:09:24.900000] 臨時保姆, | [0:09:25.140000-->0:09:25.400000] 對 | [0:09:25.400000-->0:09:26.860000] Wehiredababysitter | [0:09:26.860000-->0:09:27.640000] fortonight | [0:09:27.640000-->0:09:30.120000] 我們今晚請了個臨時保姆"
18,570,621,FLASHCARD,at,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/at.png,,主持人提到並開始解釋單字 at,"[0:09:30.120000-->0:09:31.380000] 說到這位保姆啊, | [0:09:31.380000-->0:09:32.120000] 這就帶出了 | [0:09:32.120000-->0:09:34.440000] 我想跟你探討的空間邏輯了 | [0:09:34.440000-->0:09:34.700000] 喔, | [0:09:34.940000-->0:09:36.100000] 什麼空間邏輯 | [0:09:36.100000-->0:09:38.180000] 假設這位保姆現在正 | [0:09:38.180000-->0:09:40.080000] 站在公車站等車 | [0:09:40.080000-->0:09:41.460000] 準備要來我們家, | [0:09:41.740000-->0:09:42.240000] 我們會 | [0:09:42.240000-->0:09:44.140000] 用at這個介系詞 | [0:09:44.140000-->0:09:46.420000] Sheiswaitingatthebus | [0:09:46.420000-->0:09:46.720000] stop | [0:09:46.720000-->0:09:48.200000] 她正在公車站 | [0:09:48.200000-->0:09:48.860000] 等候, | [0:09:49.240000-->0:09:50.340000] 我就好奇了 | [0:09:50.340000-->0:09:51.600000] 為什麼是at, | [0:09:51.780000-->0:09:52.240000] 而不是 | [0:09:52.240000-->0:09:53.980000] in或是on呢 | [0:09:53.980000-->0:09:54.660000] 啊, | [0:09:54.900000-->0:09:56.260000] 這是一個極度 | [0:09:56.260000-->0:09:58.200000] 核心的空間概念喔 | [0:09:58.200000-->0:10:00.080000] 在英文的空間邏輯裡 | [0:10:00.080000-->0:10:02.400000] at代表的是一個精準的 | [0:10:02.400000-->0:10:02.980000] 坐標點 | [0:10:04.180000-->0:10:04.620000] 對, | [0:10:05.060000-->0:10:06.820000] 當你說atthebusstop | [0:10:06.820000-->0:10:07.440000] 的時候, | [0:10:07.820000-->0:10:08.360000] 你不是在 | [0:10:08.360000-->0:10:10.360000] 強調她站在公車站停的 | [0:10:10.360000-->0:10:10.740000] 裡面, | [0:10:10.900000-->0:10:11.800000] 也就是in, | [0:10:11.960000-->0:10:12.240000] 或是 | [0:10:12.240000-->0:10:14.320000] 她站在公車站的屋頂上 | [0:10:14.320000-->0:10:15.060000] 那個是on, | [0:10:15.320000-->0:10:16.340000] 你其實是在 | [0:10:16.340000-->0:10:18.420000] 大腦的地圖上擦下了一個 | [0:10:18.420000-->0:10:19.140000] 大頭針, | [0:10:19.400000-->0:10:20.540000] 標示出她的精確 | [0:10:20.540000-->0:10:21.020000] 位置。"
19,621,658,FLASHCARD,away,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/away.png,,主持人提到並開始解釋單字 away,"[0:10:21.040000-->0:10:21.320000] 哇, | [0:10:21.500000-->0:10:22.280000] 地圖上的 | [0:10:22.280000-->0:10:23.060000] 大頭針, | [0:10:23.220000-->0:10:24.320000] 這個比喻太精準 | [0:10:24.320000-->0:10:24.960000] 了啦, | [0:10:25.040000-->0:10:26.580000] 那如果她到了家裡 | [0:10:26.580000-->0:10:28.900000] 看到滿地都是小朋友的積木 | [0:10:28.900000-->0:10:30.500000] 她請小朋友把玩具 | [0:10:30.500000-->0:10:31.580000] 收起來, | [0:10:31.880000-->0:10:32.760000] 我們會說 | [0:10:32.760000-->0:10:34.760000] Pleaseputyourtoysaway | [0:10:34.760000-->0:10:35.300000] now | [0:10:35.300000-->0:10:36.540000] 請現在把你的 | [0:10:36.540000-->0:10:37.720000] 玩具收好。 | [0:10:38.120000-->0:10:38.760000] 這裡用到的 | [0:10:38.760000-->0:10:40.720000] away又是什麼空間概念 | [0:10:40.720000-->0:10:42.840000] Away是一個附詞 | [0:10:42.840000-->0:10:44.580000] 意思是離開或者 | [0:10:44.580000-->0:10:45.360000] 不在。 | [0:10:45.720000-->0:10:46.660000] 它的空間邏輯 | [0:10:46.660000-->0:10:48.620000] 是從現在的這個 | [0:10:48.620000-->0:10:50.460000] 坐標點往外移除 | [0:10:50.460000-->0:10:52.380000] 所以putthemaway | [0:10:52.380000-->0:10:53.780000] 字面上的意思就是, | [0:10:54.320000-->0:10:54.700000] 把他們 | [0:10:54.700000-->0:10:57.240000] 從我們現在的視覺中心 | [0:10:57.240000-->0:10:57.860000] 移走。"
20,658,683,FLASHCARD,back,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/back.png,,主持人提到並解釋單字 back 作為名詞「背部」,"[0:10:58.280000-->0:10:59.020000] 完全正確 | [0:10:59.020000-->0:10:59.660000] 懂了, | [0:10:59.740000-->0:11:00.940000] at是標定 | [0:11:00.940000-->0:11:01.520000] 位置, | [0:11:01.720000-->0:11:02.820000] away是移出 | [0:11:02.820000-->0:11:03.560000] 位置。 | [0:11:03.720000-->0:11:04.620000] 那如果移出 | [0:11:04.620000-->0:11:05.480000] 位置的時候, | [0:11:05.820000-->0:11:06.980000] 小朋友彎腰不小心 | [0:11:06.980000-->0:11:07.700000] 閃到背, | [0:11:08.060000-->0:11:08.880000] 我們就會用到 | [0:11:08.880000-->0:11:10.260000] back這個字了。 | [0:11:10.460000-->0:11:10.780000] 這字 | [0:11:10.780000-->0:11:11.720000] 其實很有趣耶, | [0:11:11.720000-->0:11:12.760000] 因為我知道它有很多 | [0:11:12.760000-->0:11:13.320000] 種意思。 | [0:11:14.400000-->0:11:14.820000] 首先 | [0:11:14.820000-->0:11:15.780000] 作為名詞, | [0:11:15.940000-->0:11:16.880000] 它是背部的 | [0:11:16.880000-->0:11:17.160000] 意思。 | [0:11:17.480000-->0:11:18.240000] 比如說, | [0:11:18.320000-->0:11:18.820000] myback | [0:11:18.820000-->0:11:20.220000] hurtsaftergardening | [0:11:20.220000-->0:11:22.680000] 我原意工作後背部很痛 | [0:11:22.680000-->0:11:23.140000] 沒錯。"
21,683,755,FLASHCARD,back,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/back.png,,主持人解釋單字 back 作為副詞「回來、向後」，並解釋其字源,"[0:11:23.680000-->0:11:24.960000] 但更精彩的其實是 | [0:11:24.960000-->0:11:26.500000] 它作為附詞的時候 | [0:11:26.500000-->0:11:29.100000] 它的意思是回來或是向後 | [0:11:29.100000-->0:11:30.880000] 比如大家最常聽到的那句 | [0:11:30.880000-->0:11:31.880000] 經典台詞, | [0:11:32.260000-->0:11:32.880000] Iwillbe | [0:11:32.880000-->0:11:34.260000] backinfiveminutes | [0:11:34.260000-->0:11:35.960000] 我五分鐘後就回來。 | [0:11:36.260000-->0:11:36.400000] 是的。 | [0:11:36.520000-->0:11:36.840000] 這就是 | [0:11:36.840000-->0:11:37.940000] 我想問的。 | [0:11:38.060000-->0:11:38.840000] 為什麼背部 | [0:11:38.840000-->0:11:41.120000] 這個身體器官會跟回來 | [0:11:41.120000-->0:11:43.440000] 或是向後這個空間方向 | [0:11:43.440000-->0:11:45.420000] 共用同一個字啊 | [0:11:45.420000-->0:11:47.280000] 這兩者之間真的有關連嗎 | [0:11:47.280000-->0:11:48.560000] 當然有啊, | [0:11:48.680000-->0:11:48.800000] 而且 | [0:11:48.800000-->0:11:51.100000] 這牽涉到人類語言發展最底層 | [0:11:51.100000-->0:11:51.940000] 的邏輯喔。 | [0:11:52.120000-->0:11:52.520000] 怎麼說? | [0:11:52.720000-->0:11:53.120000] 就是 | [0:11:53.120000-->0:11:55.100000] 人體就是最初的指南針 | [0:11:55.100000-->0:11:56.940000] 人體是指南針 | [0:11:56.940000-->0:11:57.580000] 對。 | [0:11:58.140000-->0:11:59.080000] 在古代喔 | [0:11:59.080000-->0:12:01.140000] 人類還沒有東南西北的 | [0:12:01.140000-->0:12:01.960000] 概念的時候, | [0:12:02.240000-->0:12:03.360000] 我們都是用自己的 | [0:12:03.360000-->0:12:05.320000] 身體來定義空間的 | [0:12:05.660000-->0:12:07.380000] 我們眼睛看著的地方 | [0:12:07.380000-->0:12:08.620000] 叫前面。 | [0:12:08.720000-->0:12:09.340000] 而我們 | [0:12:09.340000-->0:12:10.520000] 視線死角, | [0:12:10.740000-->0:12:11.620000] 也就是身體的 | [0:12:11.620000-->0:12:12.060000] 後方, | [0:12:12.300000-->0:12:13.740000] 不就是我們的背部 | [0:12:13.740000-->0:12:14.500000] back嗎? | [0:12:14.840000-->0:12:15.240000] 啊 | [0:12:15.240000-->0:12:16.220000] 對耶。 | [0:12:16.540000-->0:12:17.140000] 所以啦 | [0:12:17.140000-->0:12:19.100000] 當你往你背部的方向走 | [0:12:19.100000-->0:12:21.200000] 你就是在向後退 | [0:12:21.200000-->0:12:23.480000] 而當你回到原本出發的 | [0:12:23.480000-->0:12:23.900000] 地方, | [0:12:24.200000-->0:12:25.220000] 通常也是循著你 | [0:12:25.220000-->0:12:27.060000] 背後的原路回去嘛 | [0:12:27.060000-->0:12:29.100000] 這就慢慢演變成了回來 | [0:12:29.100000-->0:12:30.040000] 的意思了。 | [0:12:30.160000-->0:12:31.020000] 我的天啊 | [0:12:31.020000-->0:12:32.900000] 這真的太震撼了吧 | [0:12:32.900000-->0:12:35.360000] 所以當我們說backward"
22,755,766,FLASHCARD,backward,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/backward.png,,主持人提到並開始解釋單字 backward,"[0:12:35.360000-->0:12:37.240000] 複詞向後地到 | [0:12:37.240000-->0:12:38.040000] 退地, | [0:12:38.300000-->0:12:38.460000] 比如 | [0:12:38.460000-->0:12:40.200000] Don'twalkbackwardon | [0:12:40.200000-->0:12:40.880000] thestairs | [0:12:40.880000-->0:12:42.760000] 不要在樓梯上倒著走 | [0:12:42.760000-->0:12:45.040000] 這其實就是在說朝著你 | [0:12:45.040000-->0:12:46.080000] 背部的方向走。"
23,766,795,AI,,,"A split screen showing two identical words, but each one leading to a completely different visual world, illustrating the concept of dual-meaning words, aspect ratio 16:9, cinematic wide shot",主持人過場，準備開始講解第三個主題,"[0:12:46.340000-->0:12:46.760000] 沒錯 | [0:12:46.760000-->0:12:49.020000] 我們每天都在用的字原來 | [0:12:49.020000-->0:12:51.100000] 裡面藏著人類幾千年來對 | [0:12:51.100000-->0:12:52.980000] 身體和空間的直覺 | [0:12:52.980000-->0:12:53.900000] 對啊。 | [0:12:54.320000-->0:12:54.960000] 所以我常覺得 | [0:12:54.960000-->0:12:56.980000] 語言其實就是人類認知 | [0:12:56.980000-->0:12:58] 的化石。 | [0:12:58-->0:12:59.220000] 這也是為什麼 | [0:12:59.220000-->0:13:00.840000] 當我們不去死背 | [0:13:00.840000-->0:13:03.100000] 而是去理解這些一字多義的 | [0:13:03.100000-->0:13:03.720000] 脈絡時, | [0:13:04.060000-->0:13:05] 你會發現一切 | [0:13:05-->0:13:06.240000] 都非常合理。 | [0:13:06.380000-->0:13:07.120000] 這就完美 | [0:13:07.120000-->0:13:09.180000] 銜接到了我們今天的第三個 | [0:13:09.180000-->0:13:10.260000] 也是最燒腦、 | [0:13:10.520000-->0:13:11.060000] 最迷人 | [0:13:11.060000-->0:13:12.360000] 的隱藏密碼了。 | [0:13:12.420000-->0:13:12.520000] 喔, | [0:13:12.520000-->0:13:12.980000] 你是說 | [0:13:12.980000-->0:13:14.960000] 單字的雙重身分與演變 | [0:13:14.960000-->0:13:15.300000] 對吧?"
24,795,817,FLASHCARD,backpack,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/backpack.png,,主持人提到並舉例單字 backpack,"[0:13:16.680000-->0:13:17.720000] 英文裡有一種字 | [0:13:17.720000-->0:13:19.260000] 長得一模一樣 | [0:13:19.260000-->0:13:21.160000] 但意思聽起來卻天差 | [0:13:21.160000-->0:13:21.920000] 地遠。 | [0:13:22.160000-->0:13:22.540000] 講到這個, | [0:13:22.620000-->0:13:23.200000] 我一定要提 | [0:13:23.200000-->0:13:25.140000] 這趟看索裡面最經典的 | [0:13:25.140000-->0:13:25.900000] 例子。 | [0:13:26.020000-->0:13:27.160000] 想像一下喔 | [0:13:27.160000-->0:13:28.660000] 我們週末準備出門玩, | [0:13:28.900000-->0:13:29.320000] 把東西 | [0:13:29.320000-->0:13:30.580000] 塞進backpack, | [0:13:30.920000-->0:13:31.300000] 名詞 | [0:13:31.300000-->0:13:32.040000] 背包。 | [0:13:32.520000-->0:13:33.160000] Hecarrieshis | [0:13:33.160000-->0:13:34.480000] booksinabluebackpack, | [0:13:34.900000-->0:13:35.060000] 他 | [0:13:35.060000-->0:13:36.660000] 用藍色背包撞書 | [0:13:36.660000-->0:13:37.460000] 然後呢,"
25,817,902,FLASHCARD,bank,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/bank.png,,主持人解釋單字 bank 的雙重意思（銀行、河岸）並深入講解其歷史淵源,"[0:13:37.460000-->0:13:38.800000] 出門前要去領錢 | [0:13:38.800000-->0:13:40.060000] 我就要走去bank。 | [0:13:41.260000-->0:13:43.160000] bank作為名詞大家最熟 | [0:13:43.160000-->0:13:44.760000] 的意思就是銀行了。 | [0:13:44.980000-->0:13:45.880000] Ineedtogotothebank | [0:13:45.880000-->0:13:46.260000] today, | [0:13:46.540000-->0:13:47.760000] 我今天需要去銀行 | [0:13:47.760000-->0:13:48.320000] 但是, | [0:13:48.920000-->0:13:50.060000] 如果我領完錢 | [0:13:50.060000-->0:13:51.760000] 走到戶外去散步 | [0:13:51.760000-->0:13:53.940000] bank這個字突然就變形了 | [0:13:53.940000-->0:13:55.720000] 它變成了河岸 | [0:13:55.720000-->0:13:56.700000] 滴岸。 | [0:13:57.040000-->0:13:57.640000] Wewalkedalong | [0:13:57.640000-->0:13:58.460000] theriverbank, | [0:13:58.880000-->0:13:59.880000] 我們沿著河岸 | [0:13:59.880000-->0:14:00.560000] 散步。 | [0:14:00.720000-->0:14:01.400000] 我就問 | [0:14:01.400000-->0:14:03.120000] 這也太不講理了吧? | [0:14:03.320000-->0:14:03.780000] 放錢 | [0:14:03.780000-->0:14:05.820000] 的銀行跟有水草的河岸 | [0:14:05.820000-->0:14:07.700000] 這兩者到底有什麼關係啊? | [0:14:07.780000-->0:14:08.060000] 哈哈, | [0:14:08.440000-->0:14:09.660000] 這個背後的故事其實 | [0:14:09.660000-->0:14:11.080000] 非常迷人喔。 | [0:14:11.160000-->0:14:11.680000] 其實在 | [0:14:11.680000-->0:14:14.180000] 幾百年前的古歐洲根本沒有 | [0:14:14.180000-->0:14:15.960000] 現在這種建築物形態 | [0:14:15.960000-->0:14:16.620000] 的銀行。 | [0:14:17-->0:14:17.920000] 那他們怎麼換錢? | [0:14:18.100000-->0:14:19.780000] 當時的錢莊老闆 | [0:14:19.780000-->0:14:22.360000] 是在市場裡擺一張長凳 | [0:14:22.360000-->0:14:24.020000] 或者是坐在一個微微 | [0:14:24.020000-->0:14:26.960000] 隆起的土堆上跟人家換錢的 | [0:14:26.960000-->0:14:27.840000] 這個長凳 | [0:14:27.840000-->0:14:28.860000] 或土堆, | [0:14:29.120000-->0:14:30.040000] 當時的字根 | [0:14:30.040000-->0:14:31.260000] 就是bank。 | [0:14:31.480000-->0:14:31.780000] 等等 | [0:14:31.780000-->0:14:33.820000] 所以bank最初的意思 | [0:14:33.820000-->0:14:35.680000] 只是微微隆起的地方 | [0:14:35.680000-->0:14:37.280000] 完全正確。 | [0:14:37.300000-->0:14:37.880000] 後來 | [0:14:37.880000-->0:14:39.800000] 在這個長凳上交易金錢 | [0:14:39.800000-->0:14:40.740000] 的行為, | [0:14:40.940000-->0:14:42.220000] 慢慢就演變成了 | [0:14:42.220000-->0:14:43.620000] 現代的金融機構, | [0:14:43.740000-->0:14:44.100000] 也就是 | [0:14:44.100000-->0:14:45.060000] 銀行。 | [0:14:45.180000-->0:14:46.140000] 而河水旁邊 | [0:14:46.140000-->0:14:48.280000] 那種微微隆起擋住水流 | [0:14:48.280000-->0:14:49.040000] 的土堆, | [0:14:49.220000-->0:14:50.380000] 自然就保留了 | [0:14:50.380000-->0:14:52.520000] 它河岸體岸的意思啦。 | [0:14:52.680000-->0:14:53.500000] 哇塞! | [0:14:53.820000-->0:14:54.260000] 對呀, | [0:14:54.280000-->0:14:56] 所以他們根本就是同一個 | [0:14:56-->0:14:56.680000] 祖先, | [0:14:56.840000-->0:14:58.160000] 只是在歷史的洪流 | [0:14:58.160000-->0:14:58.560000] 中, | [0:14:58.700000-->0:15:00.140000] 一個走向了華爾街 | [0:15:00.140000-->0:15:01.800000] 一個留在了大自然。"
26,902,912,AI,,,"A visual timeline showing a simple wooden bench evolving into a modern bank building on one path, and into a natural riverbank on another path, aspect ratio 16:9, cinematic wide shot",主持人總結 bank 的故事並過渡到下一個字,"[0:15:02.180000-->0:15:02.360000] 哇, | [0:15:02.400000-->0:15:04.080000] 這個歷史冷知識太猛了吧 | [0:15:04.080000-->0:15:06.200000] 這真的解開了我多年的疑惑 | [0:15:06.200000-->0:15:07.420000] 既然這樣, | [0:15:07.520000-->0:15:08.140000] 那我再考考 | [0:15:08.140000-->0:15:09.880000] 讓你另一個讓很多學習者 | [0:15:09.880000-->0:15:11.480000] 崩潰的雙胞胎單字。 | [0:15:11.480000-->0:15:11.680000] 好啦, | [0:15:11.840000-->0:15:12.440000] 放馬過來。"
